product_id,product_name,category,sub_category,brand,price,discount,final_price,stock,rating,reviews_count,supplier,country,city,warehouse_id,delivery_time_days,return_rate,is_active,launch_year,weight_kg,volume_l,color,material,warranty_years,sales_last_month,sales_last_3_months,sales_last_year,profit_margin,cost_price,revenue_last_month,revenue_last_year,views,cart_additions,wishlist_additions,conversion_rate,avg_session_time,bounce_rate,seo_score,ad_spend,ad_clicks,ad_conversions,seasonality_index,restock_frequency_days,damaged_returns,customer_complaints,net_promoter_score,supplier_rating,shipping_cost,tax_rate
2587,Product_2587,Beauty,Beauty,BrandD,828.13,0.18,679.07,61,2.97,3794,Supplier_13,UK,Shanghai,1,3,0.26,0,2025,8.54,92.53,White,Plastic,1,771,225,8910,0.34,529.0,313051.27,3756615.24,17625,29251,6600,0.087,23.28,0.32,77,9896.45,6187,3252,1.21,54,42,159,48,1.6,3.15,0.14
2588,Product_2588,Clothing,Sports,BrandA,947.91,0.27,691.97,287,3.76,746,Supplier_43,USA,Berlin,6,14,0.23,0,2025,33.23,92.23,Blue,Wood,5,311,1834,2755,0.24,553.92,42210.17,506522.04,7852,31115,14133,0.179,131.65,0.89,65,4435.92,7760,2252,1.39,14,4,192,66,2.26,1.79,0.22
2589,Product_2589,Toys,Beauty,BrandB,539.19,0.43,307.34,26,4.43,540,Supplier_4,Germany,Shanghai,10,14,0.28,0,2025,10.35,96.94,Black,Metal,3,300,1330,569,0.5,338.56,132463.54,1589562.48,798,41167,3979,0.09,282.02,0.4,56,6586.36,7923,3158,1.09,41,24,115,-36,2.84,6.15,0.1
2590,Product_2590,Clothing,Home,BrandC,423.15,0.12,372.37,388,1.9,2262,Supplier_14,India,London,17,13,0.25,0,2021,19.03,33.32,White,Plastic,3,552,2773,4591,0.49,342.59,141500.6,1698007.2,46278,41080,18586,0.038,143.78,0.16,79,4197.29,3912,966,0.56,17,43,91,33,1.71,3.87,0.11
2591,Product_2591,Electronics,Toys,BrandE,929.86,0.15,790.38,606,4.81,1837,Supplier_8,Germany,New York,10,3,0.27,1,2018,11.68,93.36,Black,Metal,5,680,1564,4650,0.16,601.2,159656.76,1915881.12,40823,37968,21143,0.197,90.78,0.72,85,1902.36,5009,201,1.06,43,2,31,52,1.97,7.88,0.08
2592,Product_2592,Electronics,Home,BrandA,130.96,0.29,92.98,700,2.99,3952,Supplier_17,USA,Mumbai,5,4,0.03,1,2012,47.93,71.92,Blue,Fabric,1,66,1144,6624,0.45,109.57,30125.52,361506.24,5,2561,10597,0.197,25.8,0.43,97,7022.76,2295,4359,1.36,57,7,33,-30,1.22,26.32,0.2
2593,Product_2593,Toys,Sports,BrandD,370.97,0.01,367.26,497,1.5,2716,Supplier_43,China,Mumbai,17,12,0.14,1,2013,46.65,8.65,Blue,Plastic,5,676,1793,7210,0.21,333.18,105770.88,1269250.56,77165,19089,21814,0.076,158.91,0.81,82,3867.82,6350,1677,0.83,53,35,68,56,1.11,30.72,0.23
2594,Product_2594,Clothing,Clothing,BrandB,339.02,0.06,318.68,67,3.84,1950,Supplier_13,India,Berlin,9,9,0.13,0,2020,45.09,96.14,Blue,Plastic,1,724,1393,4973,0.16,206.86,66604.12,799249.44,40730,2803,21564,0.131,150.75,0.29,86,4650.31,3450,47,0.79,59,76,114,73,4.46,7.81,0.2
2595,Product_2595,Beauty,Clothing,BrandB,778.25,0.24,591.47,423,3.19,321,Supplier_30,USA,London,17,5,0.09,1,2012,37.44,20.9,Blue,Metal,3,425,1865,3950,0.42,486.76,238362.41,2860348.92,50370,38553,18845,0.098,283.54,0.73,82,9162.17,3712,4430,0.6,48,64,177,-88,4.42,1.27,0.11
2596,Product_2596,Electronics,Toys,BrandA,942.27,0.27,687.86,37,1.48,2132,Supplier_22,China,London,17,7,0.08,0,2020,23.29,99.45,Green,Metal,2,216,2241,4352,0.4,796.73,82543.2,990518.4,26102,1915,27364,0.055,248.34,0.87,71,3493.21,3354,3823,0.62,4,74,79,96,2.79,41.37,0.17
2597,Product_2597,Beauty,Clothing,BrandD,134.49,0.31,92.8,987,1.73,204,Supplier_4,UK,Berlin,8,5,0.24,1,2010,3.88,15.24,Red,Fabric,1,854,1750,2228,0.41,95.24,18467.2,221606.4,44932,24905,7460,0.109,291.85,0.69,91,948.0,1483,4875,0.84,20,82,39,-75,1.45,41.75,0.15
2598,Product_2598,Toys,Electronics,BrandD,206.18,0.18,169.07,948,1.07,2826,Supplier_50,China,Shanghai,1,6,0.01,1,2016,21.62,89.56,Blue,Metal,4,895,1947,2127,0.09,152.62,6931.87,83182.44,5536,4049,19207,0.116,27.13,0.38,56,1155.01,9485,3220,1.14,59,53,12,-85,3.0,10.01,0.09
2599,Product_2599,Sports,Electronics,BrandA,662.76,0.01,656.13,974,3.5,1728,Supplier_3,USA,New York,1,14,0.07,0,2016,15.74,75.35,Black,Wood,4,403,919,1027,0.22,530.8,11810.34,141724.08,86707,43901,21677,0.166,209.59,0.85,83,3097.67,5310,1300,1.04,9,72,49,-68,3.65,32.04,0.24
2600,Product_2600,Clothing,Sports,BrandC,147.58,0.38,91.5,109,1.25,4414,Supplier_44,India,London,8,10,0.25,0,2019,21.79,15.15,Black,Wood,2,357,78,5078,0.43,102.49,41175.0,494100.0,83902,29080,29190,0.181,216.3,0.39,61,6727.89,2866,3197,1.32,15,37,106,17,3.43,40.33,0.07
2601,Product_2601,Clothing,Sports,BrandA,270.76,0.18,222.02,426,1.33,2521,Supplier_20,Germany,Berlin,10,5,0.01,0,2019,35.18,48.99,Black,Plastic,1,106,1462,3197,0.39,227.01,21535.94,258431.28,93716,33204,23775,0.148,122.66,0.82,53,2253.52,6640,2617,0.59,20,75,102,-21,4.73,34.28,0.11
2602,Product_2602,Clothing,Clothing,BrandB,607.6,0.49,309.88,267,4.9,2709,Supplier_37,Germany,London,9,7,0.18,1,2014,31.62,72.11,Red,Metal,3,827,909,3045,0.49,442.18,130149.6,1561795.2,62625,44116,20866,0.139,100.81,0.29,98,7265.47,7519,2918,0.89,30,50,92,92,1.22,2.0,0.21
2603,Product_2603,Sports,Beauty,BrandD,570.04,0.47,302.12,291,2.7,2322,Supplier_49,USA,London,16,9,0.14,1,2016,38.6,76.13,Red,Plastic,5,283,2783,9148,0.44,290.57,9667.84,116014.08,21410,43855,14491,0.057,71.57,0.34,69,9332.8,4568,2601,1.35,40,1,29,-25,1.71,31.73,0.23
2604,Product_2604,Clothing,Toys,BrandA,530.39,0.03,514.48,430,2.92,0,Supplier_10,India,London,20,4,0.15,1,2024,47.19,54.65,Green,Metal,5,181,294,4910,0.49,448.31,257240.0,3086880.0,64764,4370,16343,0.103,123.87,0.19,59,6853.19,2870,3143,0.8,2,9,191,46,1.43,48.18,0.22
2605,Product_2605,Home,Home,BrandB,670.76,0.01,664.05,713,3.95,4070,Supplier_39,Germany,New York,16,6,0.21,0,2017,41.63,2.13,Blue,Wood,2,242,346,4712,0.05,405.28,255659.25,3067911.0,75507,575,29975,0.182,284.1,0.77,62,3133.12,2269,1126,0.81,41,44,82,-44,3.33,43.83,0.21
2606,Product_2606,Sports,Beauty,BrandC,709.59,0.29,503.81,102,2.09,3828,Supplier_16,India,Berlin,2,6,0.22,1,2021,30.51,21.11,Green,Wood,2,920,563,9639,0.27,572.29,173814.45,2085773.4,43917,1549,10050,0.115,232.2,0.62,65,9462.73,9007,268,1.15,14,77,19,-92,3.29,48.35,0.13
2607,Product_2607,Electronics,Electronics,BrandC,516.85,0.11,460.0,327,4.65,1985,Supplier_2,China,London,10,10,0.17,1,2019,8.23,10.72,Red,Fabric,2,327,1127,8419,0.08,360.37,179860.0,2158320.0,77295,29046,10136,0.133,58.8,0.28,55,5268.04,1210,4900,1.29,12,12,74,37,2.05,41.75,0.17
2608,Product_2608,Sports,Toys,BrandE,830.19,0.27,606.04,935,4.72,2632,Supplier_41,China,Berlin,15,10,0.15,1,2017,43.39,66.35,White,Metal,2,899,49,7225,0.4,644.12,169691.2,2036294.4,65467,21757,25698,0.043,188.74,0.56,100,1008.97,2603,3146,0.58,16,76,76,39,4.23,34.95,0.18
2609,Product_2609,Toys,Electronics,BrandA,883.58,0.48,459.46,189,1.05,1461,Supplier_16,China,Shanghai,17,9,0.29,0,2017,35.51,79.3,Blue,Plastic,5,277,2816,5395,0.23,716.46,174594.8,2095137.6,80621,18644,28412,0.091,48.44,0.75,86,8358.64,809,3076,0.97,3,20,10,79,4.44,41.74,0.21
2610,Product_2610,Electronics,Electronics,BrandE,658.75,0.42,382.08,504,2.19,3414,Supplier_40,China,New York,6,8,0.09,0,2017,38.42,42.41,Green,Wood,2,478,2992,3580,0.22,573.59,64953.6,779443.2,10447,22339,10723,0.156,39.59,0.31,73,4228.41,8768,1992,0.55,23,37,62,-36,4.47,40.1,0.08
2611,Product_2611,Electronics,Home,BrandA,869.33,0.27,634.61,923,1.29,2333,Supplier_15,China,Mumbai,15,2,0.29,1,2017,20.82,16.82,Green,Plastic,5,168,536,5631,0.42,586.14,12692.2,152306.4,9407,37886,11458,0.014,48.12,0.16,90,6760.97,6120,4092,1.0,27,45,38,2,2.52,35.22,0.21
2612,Product_2612,Beauty,Clothing,BrandE,806.37,0.32,548.33,256,2.32,1268,Supplier_16,India,Mumbai,7,9,0.27,1,2020,42.98,71.34,Green,Fabric,0,742,329,3064,0.08,496.8,68541.25,822495.0,47373,26803,15638,0.179,135.01,0.26,57,609.9,2471,2662,1.41,41,57,41,-88,3.72,38.22,0.18
2613,Product_2613,Sports,Sports,BrandD,580.9,0.33,389.2,603,3.58,966,Supplier_9,Germany,Mumbai,1,2,0.06,1,2010,28.91,20.1,Blue,Plastic,0,747,2768,1316,0.28,420.68,71612.8,859353.6,14419,40204,28898,0.187,134.91,0.72,52,2363.06,2717,3514,1.02,31,21,41,69,1.66,8.32,0.19
2614,Product_2614,Electronics,Sports,BrandD,842.97,0.25,632.23,820,3.5,4148,Supplier_46,Germany,London,11,4,0.19,0,2019,44.75,95.32,Blue,Fabric,1,550,1794,4569,0.15,571.57,304102.63,3649231.56,91563,17548,3351,0.087,269.4,0.44,100,3815.16,3662,4499,0.8,15,59,157,-34,2.22,39.36,0.09
2615,Product_2615,Home,Toys,BrandB,667.69,0.41,393.94,413,4.26,1132,Supplier_48,USA,Shanghai,6,14,0.27,1,2020,42.17,54.1,Green,Wood,5,813,234,1859,0.24,471.66,9848.5,118182.0,57475,35518,4075,0.144,149.34,0.3,67,6607.57,3364,664,0.79,32,95,184,-11,3.8,20.07,0.12
2616,Product_2616,Home,Sports,BrandE,748.59,0.32,509.04,169,1.44,2938,Supplier_30,Germany,London,9,2,0.05,1,2025,2.33,44.19,Blue,Plastic,2,52,2016,81,0.18,634.68,14253.12,171037.44,23747,7873,27362,0.037,157.84,0.14,65,5876.29,7983,4276,1.05,10,14,181,76,2.2,10.23,0.2
2617,Product_2617,Beauty,Electronics,BrandC,946.22,0.04,908.37,73,1.3,2906,Supplier_32,UK,Shanghai,10,5,0.1,1,2016,33.13,58.8,Red,Plastic,5,431,92,5986,0.45,573.36,196207.92,2354495.04,6978,17443,16918,0.073,219.58,0.41,84,4416.58,1336,3084,0.85,18,98,195,53,3.63,29.42,0.17
2618,Product_2618,Beauty,Sports,BrandD,366.77,0.05,348.43,584,1.36,1927,Supplier_46,India,New York,9,13,0.28,0,2020,41.44,39.86,Red,Metal,3,591,1849,111,0.33,287.74,14634.06,175608.72,86418,18678,2177,0.077,287.35,0.17,56,7969.24,627,883,1.26,7,42,140,88,4.45,46.28,0.16
2619,Product_2619,Toys,Toys,BrandB,570.55,0.38,353.74,93,4.96,1760,Supplier_7,USA,Shanghai,10,13,0.15,0,2015,44.76,82.85,Red,Wood,3,954,2358,3157,0.22,351.77,169795.2,2037542.4,28699,39931,22115,0.028,162.91,0.72,70,1571.81,608,645,1.26,7,21,3,-44,3.85,6.27,0.05
2620,Product_2620,Home,Home,BrandC,515.89,0.46,278.58,593,2.8,2609,Supplier_43,USA,Mumbai,11,6,0.16,1,2018,28.65,49.39,Black,Fabric,1,651,122,7733,0.37,455.95,33708.18,404498.16,65263,24891,1168,0.148,224.51,0.42,65,1010.74,9758,2700,1.05,28,94,15,96,1.21,5.04,0.23
2621,Product_2621,Beauty,Toys,BrandB,260.98,0.28,187.91,114,3.61,3191,Supplier_27,UK,Mumbai,13,5,0.22,0,2010,8.76,82.75,Red,Fabric,2,672,1044,2315,0.35,172.95,63513.58,762162.96,5480,33544,22246,0.121,165.65,0.4,74,7596.91,8532,1612,0.89,48,13,30,-17,1.77,48.51,0.1
2622,Product_2622,Home,Home,BrandA,541.83,0.08,498.48,174,1.95,4181,Supplier_26,USA,London,20,13,0.12,1,2024,11.71,41.16,Red,Fabric,5,752,263,3963,0.42,420.8,10966.56,131598.72,92743,45517,20597,0.095,296.34,0.81,79,5006.12,8906,3828,1.16,50,10,163,73,2.51,38.22,0.24
2623,Product_2623,Clothing,Toys,BrandB,927.29,0.27,676.92,247,1.54,4596,Supplier_48,USA,Berlin,11,6,0.05,0,2023,6.59,56.69,White,Plastic,3,327,1541,2283,0.39,665.06,209168.28,2510019.36,45821,29685,2511,0.014,18.28,0.38,62,8085.94,366,379,0.83,6,21,149,48,1.26,33.38,0.1
2624,Product_2624,Sports,Home,BrandD,142.25,0.25,106.69,823,3.99,4184,Supplier_16,India,Berlin,15,6,0.27,0,2020,2.55,91.68,Green,Plastic,5,421,584,1500,0.13,112.05,38621.78,463461.36,14518,19446,7695,0.121,270.58,0.37,71,8602.23,1652,274,0.88,60,75,15,-52,4.49,36.1,0.2
2625,Product_2625,Clothing,Toys,BrandA,238.93,0.09,217.43,615,3.05,1571,Supplier_31,Germany,New York,13,6,0.16,0,2014,7.24,73.49,Black,Plastic,3,939,1351,7331,0.46,156.41,87189.43,1046273.16,14979,19729,12748,0.123,274.65,0.63,88,7418.38,5666,532,0.52,16,1,143,68,4.62,6.59,0.14
2626,Product_2626,Clothing,Electronics,BrandE,593.24,0.46,320.35,16,2.55,4661,Supplier_29,India,Mumbai,3,4,0.27,0,2020,33.53,54.19,Black,Fabric,1,85,1365,385,0.14,481.3,142555.75,1710669.0,97566,34660,22254,0.14,105.99,0.78,95,7103.62,9421,4551,0.54,52,58,78,94,1.41,20.26,0.15
2627,Product_2627,Electronics,Home,BrandE,380.66,0.41,224.59,954,3.61,1615,Supplier_21,India,Berlin,18,3,0.02,0,2014,32.47,60.5,White,Plastic,0,869,2016,350,0.36,192.65,63109.79,757317.48,55727,7714,11673,0.016,90.71,0.73,62,1714.69,4309,1906,0.98,37,0,143,-49,4.7,24.19,0.07
2628,Product_2628,Home,Beauty,BrandE,435.65,0.43,248.32,641,1.79,1575,Supplier_38,India,Shanghai,8,7,0.01,1,2023,7.33,67.03,Blue,Wood,0,97,1624,6491,0.32,306.6,44449.28,533391.36,62061,33043,22521,0.181,148.7,0.76,74,5994.2,2308,3886,1.32,57,86,34,86,1.57,13.74,0.09
2629,Product_2629,Clothing,Beauty,BrandB,996.87,0.18,817.43,871,1.58,4157,Supplier_9,China,New York,1,6,0.22,1,2011,44.33,78.82,Red,Metal,3,825,1205,2893,0.4,715.46,376017.8,4512213.6,20049,33546,7636,0.198,253.54,0.88,98,993.55,545,531,0.59,34,92,55,-2,2.76,30.23,0.11
2630,Product_2630,Home,Home,BrandC,977.88,0.3,684.52,814,1.28,253,Supplier_48,Germany,Shanghai,16,5,0.18,0,2025,5.97,11.1,Blue,Metal,4,981,559,3478,0.42,601.63,267647.32,3211767.84,72121,17095,13032,0.174,237.54,0.62,67,6460.74,7240,1848,1.14,45,88,12,0,2.75,10.26,0.18
2631,Product_2631,Clothing,Clothing,BrandB,290.75,0.37,183.17,229,2.93,3888,Supplier_3,USA,London,2,2,0.05,1,2022,19.48,85.22,Green,Fabric,2,646,1537,7950,0.44,245.18,80228.46,962741.52,91027,10681,10764,0.178,197.29,0.3,76,2280.24,3716,386,1.41,25,67,29,76,2.8,18.69,0.19
2632,Product_2632,Toys,Beauty,BrandA,593.75,0.24,451.25,109,3.35,2629,Supplier_32,USA,Shanghai,19,6,0.05,0,2020,38.59,72.04,Green,Plastic,3,820,892,7104,0.37,460.77,118227.5,1418730.0,20125,27888,24320,0.188,144.28,0.75,82,9508.0,1737,1522,1.16,16,63,5,76,4.11,23.25,0.14
2633,Product_2633,Sports,Clothing,BrandE,955.33,0.32,649.62,964,4.77,4788,Supplier_40,China,Mumbai,3,2,0.29,0,2025,31.17,93.78,Red,Wood,4,483,2120,9390,0.29,536.23,256599.9,3079198.8,88265,38427,9187,0.137,116.32,0.35,83,6854.85,8557,1946,0.94,34,80,127,-74,2.56,35.35,0.22
2634,Product_2634,Electronics,Clothing,BrandA,279.62,0.22,218.1,512,3.92,2729,Supplier_48,USA,New York,6,7,0.15,0,2023,28.52,82.57,Green,Fabric,4,503,902,2703,0.2,171.45,91383.9,1096606.8,46619,44849,21935,0.016,24.23,0.21,59,5410.84,842,1249,1.33,39,100,159,95,2.19,22.94,0.15
2635,Product_2635,Clothing,Beauty,BrandC,877.24,0.43,500.03,325,3.13,4847,Supplier_6,India,London,1,8,0.25,1,2022,37.6,29.27,Black,Metal,4,788,30,3338,0.2,604.42,71004.26,852051.12,68760,9850,7509,0.062,290.68,0.45,95,3694.25,1780,3379,0.63,33,28,60,92,2.26,16.88,0.09
2636,Product_2636,Clothing,Sports,BrandA,434.06,0.14,373.29,981,4.05,3697,Supplier_10,USA,Mumbai,20,3,0.07,1,2024,40.45,72.68,Blue,Fabric,5,126,2041,2587,0.48,335.09,75777.87,909334.44,19755,27239,9019,0.054,201.46,0.71,76,6741.8,433,2791,1.37,40,93,20,66,3.43,21.39,0.09
2637,Product_2637,Toys,Sports,BrandE,246.1,0.46,132.89,484,2.22,2554,Supplier_9,UK,Mumbai,16,9,0.16,0,2021,45.57,14.63,Green,Plastic,5,331,2869,3566,0.5,130.17,54219.12,650629.44,63562,29963,24756,0.015,83.24,0.47,71,1499.89,66,3699,0.73,20,1,114,25,3.17,15.45,0.08
2638,Product_2638,Sports,Home,BrandD,971.94,0.03,942.78,678,4.51,4300,Supplier_11,USA,Mumbai,2,12,0.15,1,2010,47.58,33.06,Red,Wood,2,738,2799,278,0.41,754.23,362027.52,4344330.24,22005,21188,6374,0.149,278.42,0.74,54,5422.22,826,4237,1.48,5,30,136,-28,3.08,36.54,0.15
2639,Product_2639,Electronics,Electronics,BrandB,124.1,0.0,124.1,177,1.35,2891,Supplier_25,India,London,11,2,0.24,0,2015,20.91,58.5,Red,Wood,0,866,91,5010,0.13,98.26,37230.0,446760.0,1792,1840,15603,0.108,280.29,0.14,71,6594.55,1816,4234,0.5,37,67,103,-45,4.88,31.77,0.09
2640,Product_2640,Electronics,Electronics,BrandB,681.25,0.16,572.25,219,3.23,868,Supplier_3,China,New York,6,12,0.03,0,2013,13.09,43.04,Blue,Metal,0,508,1276,9303,0.5,368.05,161374.5,1936494.0,23468,7397,14532,0.08,288.61,0.73,94,3110.33,6506,2831,1.32,59,63,12,-67,3.79,32.44,0.06
2641,Product_2641,Electronics,Clothing,BrandA,682.31,0.21,539.02,116,2.68,812,Supplier_46,USA,New York,2,11,0.19,1,2019,38.28,6.59,Red,Fabric,1,901,1161,7603,0.13,538.28,68455.54,821466.48,22929,13263,29986,0.092,205.32,0.75,83,2651.38,2922,3965,0.78,21,7,121,45,1.63,36.41,0.09
2642,Product_2642,Toys,Sports,BrandE,188.28,0.05,178.87,515,1.3,141,Supplier_7,USA,Mumbai,3,1,0.18,1,2022,44.71,13.6,Blue,Fabric,3,90,468,7806,0.5,147.94,67791.73,813500.76,51910,13143,12697,0.059,186.13,0.33,69,460.51,3349,234,0.52,43,80,77,69,2.1,48.27,0.18
2643,Product_2643,Electronics,Beauty,BrandE,892.63,0.39,544.5,995,4.06,1220,Supplier_38,Germany,Mumbai,15,7,0.3,0,2019,42.23,5.64,Black,Fabric,3,878,1890,165,0.26,531.47,34303.5,411642.0,18307,40989,25069,0.05,117.39,0.75,69,3212.78,696,3135,0.7,26,89,124,68,3.91,48.06,0.17
2644,Product_2644,Sports,Toys,BrandD,155.2,0.12,136.58,485,1.88,2078,Supplier_5,India,Berlin,5,7,0.1,1,2017,3.0,99.24,Black,Wood,0,870,1321,7587,0.16,89.19,20760.16,249121.92,35127,23166,7425,0.091,195.33,0.42,98,7107.44,892,1957,0.85,3,2,64,-14,3.32,30.47,0.18
2645,Product_2645,Toys,Home,BrandD,306.57,0.02,300.44,810,2.0,698,Supplier_34,USA,Mumbai,14,14,0.15,1,2011,16.76,65.08,White,Plastic,2,421,418,1542,0.47,212.13,8412.32,100947.84,84166,49277,12168,0.025,190.9,0.33,78,3683.3,8511,1997,1.07,30,70,8,-42,3.74,16.22,0.23
2646,Product_2646,Clothing,Home,BrandD,947.86,0.42,549.76,852,3.12,2863,Supplier_10,USA,Shanghai,5,8,0.29,1,2022,49.67,41.45,White,Plastic,2,500,366,467,0.24,833.8,193515.52,2322186.24,51454,7177,16844,0.104,203.64,0.54,70,8122.93,9618,4343,0.53,50,58,162,40,1.97,21.84,0.11
2647,Product_2647,Home,Clothing,BrandE,522.9,0.25,392.17,997,3.72,4332,Supplier_42,India,London,6,3,0.29,1,2025,23.6,1.35,Blue,Wood,4,685,1296,3695,0.09,377.16,36863.98,442367.76,59174,27155,18109,0.105,247.19,0.43,74,1245.2,3826,4089,0.77,15,68,89,7,2.0,25.22,0.07
2648,Product_2648,Sports,Home,BrandC,995.75,0.03,965.88,193,1.06,269,Supplier_30,India,New York,6,3,0.06,1,2013,8.44,37.46,Black,Fabric,4,648,2521,7842,0.34,548.32,404703.72,4856444.64,18091,3950,23654,0.177,144.92,0.79,92,7636.72,3366,1601,0.73,59,53,23,-62,1.13,19.74,0.24
2649,Product_2649,Home,Beauty,BrandC,920.68,0.31,635.27,136,3.32,1935,Supplier_9,India,London,2,7,0.27,0,2012,5.18,53.1,Black,Fabric,5,390,1668,7400,0.46,476.91,299847.44,3598169.28,47137,15585,28933,0.11,16.79,0.15,80,1297.05,2047,1966,0.84,24,2,145,38,4.35,36.52,0.16
2650,Product_2650,Beauty,Toys,BrandA,883.41,0.41,521.21,908,4.2,3872,Supplier_4,UK,New York,10,10,0.19,0,2011,13.39,63.27,Green,Fabric,2,508,676,7331,0.21,769.81,228811.19,2745734.28,74082,43072,7688,0.155,243.55,0.58,57,239.13,6589,3586,1.03,28,36,66,-35,1.18,30.52,0.09
2651,Product_2651,Electronics,Sports,BrandE,419.39,0.11,373.26,166,1.52,4085,Supplier_37,UK,Mumbai,5,11,0.3,1,2025,44.37,50.8,Green,Wood,0,361,759,5859,0.13,355.61,110858.22,1330298.64,46923,29462,12743,0.032,270.45,0.72,59,6112.84,7194,1546,1.03,56,31,133,-7,3.48,17.56,0.17
2652,Product_2652,Clothing,Home,BrandE,724.42,0.22,565.05,533,1.96,4552,Supplier_40,USA,Berlin,17,11,0.1,0,2012,32.9,82.17,White,Plastic,4,999,1932,5742,0.46,542.25,19211.7,230540.4,24809,44543,10867,0.019,60.71,0.83,62,1711.65,8744,4968,0.71,31,30,54,-98,4.64,8.99,0.1
2653,Product_2653,Beauty,Beauty,BrandB,84.64,0.29,60.09,632,4.15,2107,Supplier_14,Germany,New York,4,14,0.07,1,2019,17.53,66.7,Black,Plastic,3,858,1816,434,0.17,57.4,15623.4,187480.8,24750,3968,15473,0.115,185.65,0.55,96,4633.05,2588,1241,0.79,54,86,5,49,2.5,24.04,0.09
2654,Product_2654,Sports,Electronics,BrandE,171.95,0.29,122.08,612,4.36,612,Supplier_14,Germany,New York,1,6,0.25,0,2014,33.49,60.62,Black,Plastic,3,806,1604,8473,0.13,117.95,58842.56,706110.72,39997,38988,11608,0.187,288.36,0.88,58,2682.69,9809,1740,0.94,29,13,190,86,4.59,25.12,0.23
2655,Product_2655,Toys,Electronics,BrandA,430.74,0.45,236.91,398,3.01,4450,Supplier_12,UK,New York,6,8,0.02,1,2025,26.56,26.74,Red,Wood,3,173,2283,5903,0.33,348.82,104951.13,1259413.56,15686,47702,14889,0.199,270.48,0.79,86,4944.65,7815,3454,1.5,54,40,152,-10,3.79,1.16,0.08
2656,Product_2656,Beauty,Clothing,BrandE,119.25,0.01,118.06,55,4.6,2,Supplier_40,China,London,4,9,0.26,0,2024,37.12,22.27,Red,Fabric,3,117,1082,3179,0.31,91.7,26327.38,315928.56,82252,30632,10299,0.025,80.47,0.62,63,4029.27,1664,3523,1.03,47,0,185,-8,3.34,37.83,0.19
2657,Product_2657,Sports,Sports,BrandD,451.15,0.09,410.55,928,4.59,3393,Supplier_9,India,London,9,2,0.12,0,2011,44.44,94.78,Black,Plastic,4,798,297,2173,0.16,405.91,101405.85,1216870.2,39646,26730,4105,0.074,17.1,0.3,76,4184.86,2519,3525,1.07,41,45,158,97,1.24,31.94,0.06
2658,Product_2658,Home,Toys,BrandD,300.56,0.43,171.32,788,3.39,2594,Supplier_9,Germany,New York,1,11,0.21,1,2013,29.78,54.65,Red,Metal,4,458,1206,4389,0.1,235.17,74181.56,890178.72,43937,4262,5674,0.034,262.94,0.64,62,3220.88,1469,2531,0.85,45,59,159,36,4.14,10.24,0.23
2659,Product_2659,Home,Clothing,BrandB,944.6,0.35,613.99,380,2.73,4923,Supplier_45,China,Mumbai,17,3,0.28,0,2024,5.12,55.03,Blue,Metal,4,453,1739,5696,0.07,786.89,42365.31,508383.72,19959,4779,26476,0.16,175.46,0.58,53,2102.73,2614,13,1.16,41,55,24,78,2.22,37.27,0.13
2660,Product_2660,Sports,Electronics,BrandA,917.39,0.16,770.61,370,2.35,1247,Supplier_18,India,Mumbai,1,1,0.25,1,2021,8.85,92.86,Red,Plastic,5,335,1479,4588,0.33,787.65,194193.72,2330324.64,89225,7264,16852,0.179,173.29,0.88,51,7206.4,4607,435,0.79,19,41,52,-91,4.22,29.11,0.19
2661,Product_2661,Toys,Clothing,BrandD,416.51,0.47,220.75,354,2.6,3324,Supplier_46,India,Mumbai,7,3,0.01,1,2012,19.65,33.97,Red,Plastic,4,755,1731,129,0.49,341.59,85430.25,1025163.0,10890,3741,21717,0.085,270.8,0.28,85,6810.78,9629,1752,0.95,19,16,67,-12,2.59,17.02,0.25
2662,Product_2662,Electronics,Sports,BrandD,596.0,0.08,548.32,935,3.82,1464,Supplier_26,India,Mumbai,14,9,0.2,1,2021,19.2,78.34,Black,Wood,0,120,1379,6372,0.25,367.25,25771.04,309252.48,79837,48008,25148,0.078,250.68,0.36,63,5079.08,542,4038,1.36,50,94,167,70,2.26,44.84,0.19
2663,Product_2663,Home,Home,BrandB,802.39,0.1,722.15,156,4.95,1585,Supplier_19,India,Shanghai,14,7,0.04,1,2024,27.95,45.24,Green,Fabric,0,64,718,5374,0.43,684.37,275861.3,3310335.6,64780,19677,16472,0.065,51.21,0.32,69,5260.93,3286,3661,0.92,36,11,65,-88,4.2,36.87,0.15
2664,Product_2664,Toys,Beauty,BrandE,915.08,0.06,860.18,898,1.35,2010,Supplier_7,Germany,London,8,9,0.12,0,2017,0.72,8.21,Red,Plastic,5,280,416,8105,0.33,525.9,253753.1,3045037.2,23580,1743,6408,0.161,75.2,0.9,78,9684.27,7328,1593,1.48,29,46,37,-92,2.5,45.65,0.15
2665,Product_2665,Beauty,Toys,BrandA,191.32,0.11,170.27,810,3.98,1672,Supplier_3,UK,Mumbai,12,5,0.28,0,2011,32.08,66.89,Black,Fabric,4,37,2170,4560,0.47,159.14,34905.35,418864.2,59316,8063,10087,0.019,163.45,0.36,93,3095.98,8615,1853,0.93,16,73,85,41,4.56,2.5,0.23
